252, 0.82, 1.24, -0.14, -0.99, 0.04, -0.07
258, 0.76, 1.24, -0.21, -0.99, 0.04, -0.07
264, 0.75, 1.15, -0.26, -0.99, 0.03, -0.06
269, 0.75, 0.98, -0.31, -0.99, 0.03, -0.06
275, 0.76, 0.78, -0.31, -0.99, 0.03, -0.07
282, 0.75, 0.47, -0.26, -0.99, 0.03, -0.06
289, 0.78, 0.14, -0.26, -1.00, 0.03, -0.06
296, 0.81, 0.06, -0.35, -1.00, 0.03, -0.05
305, 0.81, 0.24, -0.43, -1.01, 0.03, -0.05
312, 0.81, 0.41, -0.44, -1.00, 0.03, -0.05
319, 0.84, 0.55, -0.44, -0.99, 0.03, -0.06
327, 0.87, 0.47, -0.46, -0.99, 0.04, -0.06
334, 0.82, 0.40, -0.47, -0.99, 0.03, -0.06
342, 0.81, 0.35, -0.49, -0.99, 0.03, -0.05
350, 0.85, 0.31, -0.47, -1.00, 0.03, -0.06
357, 0.87, 0.26, -0.46, -1.00, 0.04, -0.06
364, 0.92, 0.14, -0.44, -0.99, 0.03, -0.06
371, 0.85, 0.06, -0.38, -0.99, 0.03, -0.05
379, 0.92, 0.00, -0.32, -1.00, 0.04, -0.04
387, 0.96, -0.11, -0.27, -1.01, 0.03, -0.06
395, 0.92, -0.08, -0.31, -1.00, 0.03, -0.06
402, 0.82, 0.26, -0.40, -1.01, 0.02, -0.04
409, 0.72, 0.90, -0.47, -1.00, 0.02, -0.06
417, 0.70, 1.45, -0.50, -0.99, 0.02, -0.08
424, 0.70, 1.63, -0.46, -0.99, 0.03, -0.08
432, 0.72, 1.59, -0.43, -0.98, 0.03, -0.07
440, 0.78, 1.33, -0.38, -0.99, 0.03, -0.06
447, 0.66, 1.24, -0.38, -1.00, 0.04, -0.06
454, 0.63, 1.30, -0.38, -0.99, 0.03, -0.05
461, 0.76, 0.98, -0.34, -0.99, 0.02, -0.08
470, 0.82, 0.50, -0.27, -1.00, 0.03, -0.07
477, 0.82, -0.08, -0.18, -1.00, 0.04, -0.05
485, 0.79, -0.12, -0.24, -1.01, 0.03, -0.03
492, 0.67, 0.52, -0.26, -1.00, 0.03, -0.04
499, 0.82, 0.96, 0.02, -0.98, 0.01, -0.06
506, 0.93, 1.04, 0.60, -0.96, 0.02, -0.08
515, 1.13, 0.60, 1.19, -0.97, 0.03, -0.08
522, 1.21, -0.09, 1.57, -0.98, 0.03, -0.07
529, 1.15, -0.70, 1.88, -0.95, 0.04, -0.06
536, 1.16, -1.34, 2.18, -0.96, 0.02, -0.09
544, 1.25, -2.70, 2.79, -0.96, 0.02, -0.09
551, 1.42, -4.15, 3.40, -0.97, 0.03, -0.06
559, 1.51, -5.01, 4.05, -1.01, 0.06, -0.03
567, 1.27, -5.79, 3.80, -1.04, 0.07, -0.08
574, 1.40, -5.92, 2.70, -1.12, 0.10, 0.01
581, 1.18, -4.63, 1.53, -1.08, 0.03, 0.02
588, 0.87, -2.46, 0.44, -1.03, 0.06, -0.02
595, 0.89, -0.11, -0.34, -0.97, 0.02, -0.06
604, 0.50, 0.73, -0.60, -0.98, 0.03, -0.08
611, 1.05, 0.61, -0.31, -0.99, 0.02, -0.07
619, 0.95, 0.43, 0.08, -0.98, 0.03, -0.04
626, 1.11, 0.46, 0.37, -0.95, 0.05, -0.04
633, 1.10, 0.24, 0.49, -0.96, 0.00, -0.08
641, 0.99, -0.52, 0.89, -0.96, 0.01, -0.08
648, 0.99, -1.66, 1.68, -0.98, 0.02, -0.07
656, 1.04, -2.56, 2.43, -0.98, 0.02, -0.01
663, 1.37, -2.27, 3.02, -1.03, 0.04, 0.00
670, 0.67, -0.92, 2.89, -0.96, 0.08, -0.07
677, 0.72, 0.14, 2.38, -1.03, 0.03, -0.09
685, 0.31, 0.72, 1.88, -1.02, 0.05, -0.09
693, 0.43, 0.69, 1.19, -1.03, 0.06, -0.04
700, 0.03, 0.87, 0.14, -1.01, 0.04, -0.03
707, -0.34, 1.45, -0.72, -1.03, 0.05, -0.01
714, -0.15, 2.21, -1.22, -1.03, 0.04, -0.04
722, -0.15, 2.50, -1.45, -1.01, 0.04, -0.07
730, 0.14, 2.56, -1.59, -1.01, 0.04, -0.03
738, 0.03, 3.04, -1.76, -1.03, 0.03, -0.02
745, 0.31, 3.88, -1.54, -0.99, 0.05, -0.06
752, 0.76, 3.95, -1.04, -0.93, 0.03, -0.11
760, 1.16, 2.20, -0.41, -0.90, 0.04, -0.14
768, 1.24, -0.27, -0.24, -0.96, 0.05, -0.08
775, 1.15, -2.37, -0.38, -1.02, 0.04, -0.02
783, 1.11, -2.89, -0.47, -1.02, 0.04, -0.01
790, 1.07, -2.69, -0.52, -1.02, 0.03, -0.03
798, 0.87, -2.34, -0.50, -1.03, 0.04, -0.04
805, 0.98, -1.44, -0.11, -0.96, 0.01, -0.05
814, 1.57, -1.51, 0.52, -0.99, 0.03, -0.12
821, 1.60, -1.68, 0.81, -1.02, 0.04, -0.05
828, 1.54, -1.15, 0.79, -1.00, 0.05, -0.00
836, 1.48, -0.60, 0.46, -0.99, 0.04, -0.08
843, 1.05, -0.53, -0.08, -1.00, 0.04, -0.06
850, 0.78, -0.32, -0.34, -0.99, 0.03, -0.02
859, 0.72, -0.34, -0.23, -1.03, 0.04, -0.06
866, 0.70, 0.20, 0.20, -0.99, 0.04, -0.00
873, 1.02, 0.17, 0.60, -0.96, 0.03, -0.09
881, 0.76, -0.96, -0.12, -1.02, 0.05, -0.14
888, 0.11, -0.23, -1.25, -1.06, 0.03, 0.07
896, -0.60, 2.67, -2.15, -1.03, 0.02, -0.00
904, 0.18, 3.77, -1.62, -1.00, -0.01, -0.14
911, 0.08, 2.98, -0.58, -0.92, 0.03, -0.06
919, 0.60, 1.94, 0.09, -0.94, 0.09, -0.07
926, 0.81, 1.77, 0.11, -1.00, 0.03, -0.09
933, 0.41, 1.57, -0.05, -0.95, 0.05, -0.04
941, 0.73, 0.96, -0.23, -0.94, 0.03, -0.10
948, 0.34, -0.14, -0.53, -0.98, 0.07, -0.08
956, 0.24, -1.25, -0.67, -1.00, 0.03, -0.03
963, 0.61, -2.12, -0.43, -1.05, 0.02, -0.04
971, 0.85, -2.00, 0.09, -1.03, 0.04, -0.02
978, 1.19, -1.27, 0.50, -1.03, 0.05, -0.02
986, 1.60, -0.18, 0.89, -1.01, 0.03, -0.05
994, 1.69, 0.70, 1.05, -0.97, 0.04, -0.06
1001, 1.68, 0.99, 1.07, -0.94, 0.05, -0.08
1008, 1.56, 0.43, 0.92, -0.94, 0.04, -0.10
1016, 1.28, -1.18, 0.58, -0.94, 0.05, -0.09
1024, 1.04, -2.70, 0.23, -0.98, 0.04, -0.05
1031, 0.81, -4.02, 0.14, -1.02, 0.04, -0.03
1039, 0.84, -4.31, 0.32, -1.02, 0.03, -0.01
1046, 0.95, -3.83, 0.67, -1.02, 0.03, -0.02
1054, 1.25, -3.18, 1.19, -1.00, 0.04, -0.03
1061, 1.66, -2.21, 1.66, -1.02, 0.03, -0.04
1070, 1.56, -1.37, 1.83, -1.02, 0.04, -0.04
1077, 1.31, -0.21, 1.37, -1.02, 0.08, -0.02
1085, 1.10, 0.73, 0.70, -0.99, 0.05, -0.07
1092, 0.63, 0.93, -0.08, -0.99, 0.05, -0.08
1100, 0.52, 0.32, -0.46, -0.99, 0.04, -0.05
1107, 0.27, 0.09, -0.60, -1.01, 0.06, -0.01
1115, 0.37, 0.67, -0.66, -1.00, 0.07, -0.04
1123, 0.08, 1.36, -0.79, -1.00, 0.08, -0.04
1130, -0.18, 2.17, -0.92, -1.00, 0.05, -0.06
1138, -0.61, 2.81, -0.99, -0.99, 0.04, -0.04
1146, -0.72, 3.08, -0.98, -0.98, 0.01, -0.04
1154, -0.69, 3.05, -0.95, -0.99, 0.01, -0.04
1162, -0.53, 2.82, -0.92, -0.98, 0.01, -0.06
1170, -0.34, 2.47, -0.85, -0.98, -0.00, -0.05
1177, -0.26, 2.12, -0.64, -0.99, 0.04, -0.07
1185, -0.14, 1.71, -0.49, -1.00, 0.04, -0.04
1193, 0.17, 1.39, -0.12, -0.99, 0.04, -0.05
1201, 0.49, 0.98, 0.17, -0.99, 0.04, -0.06
1208, 0.66, 0.43, 0.49, -1.00, 0.04, -0.04
1216, 0.79, 0.26, 0.63, -1.01, 0.05, -0.03
1223, 0.99, 0.24, 0.76, -1.00, 0.06, -0.06
1230, 1.15, 0.03, 0.66, -0.99, 0.06, -0.07
1239, 1.19, -0.49, 0.38, -1.00, 0.09, -0.06
1246, 1.07, -0.67, 0.12, -1.01, 0.12, -0.05
1254, 0.92, -0.26, -0.11, -1.01, 0.15, -0.07
1261, 0.52, 0.20, -0.40, -0.99, 0.17, -0.11
1269, -0.05, 0.34, -0.55, -1.00, 0.16, -0.10
1276, -0.72, 0.73, -0.58, -0.98, 0.16, -0.09
1285, -1.89, 0.98, -0.50, -0.96, 0.14, -0.10
1293, -3.21, 1.10, -0.53, -0.94, 0.07, -0.12
1300, -4.96, 0.06, -0.84, -0.93, 0.07, -0.15
1308, -6.32, -2.08, -0.92, -0.97, 0.18, -0.09
1316, -7.39, -2.64, -1.11, -0.93, 0.07, -0.08
1325, -9.02, -2.92, -1.69, -0.95, -0.01, -0.16
1332, -10.73, -5.25, -2.15, -0.98, 0.08, -0.12
1340, -11.42, -7.33, -2.11, -0.97, 0.01, -0.03
1348, -12.55, -7.68, -2.40, -0.92, 0.13, -0.16
1356, -13.45, -9.57, -2.72, -0.95, 0.14, -0.10
1364, -13.63, -10.90, -2.70, -1.03, 0.06, -0.09
1373, -15.22, -11.05, -3.04, -0.93, 0.22, -0.18
1382, -16.15, -12.29, -3.68, -0.94, 0.06, -0.07
1390, -17.88, -12.76, -5.15, -0.95, 0.27, -0.16
1398, -18.90, -13.69, -6.24, -1.05, 0.06, 0.03
1406, -20.35, -12.37, -7.13, -1.10, 0.20, -0.11
1415, -21.13, -11.57, -7.77, -0.93, 0.25, -0.07
1423, -21.69, -10.78, -9.31, -0.90, 0.09, -0.05
1431, -23.37, -11.02, -12.32, -1.02, 0.19, -0.04
1440, -23.68, -11.45, -14.66, -1.07, 0.33, 0.04
1448, -23.45, -9.63, -17.01, -1.07, 0.39, 0.08
1457, -22.99, -8.21, -18.73, -1.00, 0.47, 0.14
1465, -21.22, -7.15, -21.11, -0.82, 0.44, 0.18
1473, -19.98, -7.15, -24.37, -0.64, 0.44, 0.15
1481, -18.67, -8.29, -28.78, -0.72, 0.40, 0.22
1489, -17.27, -9.89, -33.40, -0.81, 0.41, 0.18
1498, -14.76, -12.89, -37.85, -1.09, 0.37, 0.10
1506, -12.18, -15.66, -37.40, -1.77, 0.57, 0.11
1514, -7.18, -15.13, -32.79, -1.40, 0.71, 0.37
1522, -2.03, -8.99, -28.58, -1.16, 0.66, 0.29
1530, 1.05, -1.68, -26.06, -1.06, 0.61, 0.18
1538, 5.95, -0.32, -23.69, -1.12, 0.56, 0.18
1546, 11.02, -0.05, -21.19, -1.20, 0.57, 0.19
1554, 14.23, 4.32, -19.68, -1.05, 0.71, 0.11
1561, 17.19, 8.73, -19.60, -1.07, 0.65, 0.01
1569, 20.03, 10.08, -19.83, -1.09, 0.58, -0.05
1577, 23.53, 7.74, -19.89, -0.97, 0.61, -0.01
1586, 26.92, 3.48, -20.63, -0.95, 0.61, 0.12
1593, 28.05, 2.37, -22.29, -0.94, 0.58, 0.22
1601, 28.99, 1.50, -24.05, -0.81, 0.63, 0.03
1609, 30.78, -5.98, -25.27, -0.85, 0.58, -0.00
1617, 31.18, -15.05, -25.04, -0.96, 0.52, 0.29
1626, 28.84, -18.55, -24.00, -0.91, 0.53, 0.27
1634, 24.81, -21.77, -22.67, -0.83, 0.59, 0.15
1641, 19.44, -26.66, -20.96, -0.83, 0.56, 0.33
1649, 13.18, -29.40, -19.66, -0.79, 0.52, 0.29
1657, 6.15, -33.44, -19.22, -0.67, 0.54, 0.13
1666, -0.43, -42.17, -19.59, -0.65, 0.51, 0.29
1674, -6.52, -51.11, -20.55, -0.69, 0.58, 0.37
1682, -12.29, -59.10, -22.37, -0.70, 0.69, 0.29
1690, -16.46, -70.96, -23.37, -0.83, 0.60, 0.34
1698, -20.26, -79.18, -21.97, -1.19, 0.39, 0.55
1708, -25.57, -77.62, -18.75, -1.46, 0.27, 0.45
1716, -31.22, -68.26, -12.95, -1.74, 0.00, 0.17
1724, -34.69, -56.32, -5.11, -2.05, -0.59, 0.07
1732, -35.31, -40.55, 6.70, -2.15, -1.01, -0.17
1740, -32.75, -20.15, 22.05, -2.24, -1.39, -0.34
1748, -25.28, -1.71, 37.85, -2.18, -2.06, -0.76
1758, -16.63, 11.36, 57.69, -2.11, -2.51, -0.99
1766, -14.15, 16.09, 77.54, -1.76, -2.56, -1.14
1774, -15.45, 13.01, 97.77, -1.39, -2.05, -1.08
1782, -22.66, 3.69, 118.29, -1.14, -1.17, -0.80
1790, -29.57, -2.23, 132.08, -1.10, -0.48, -0.24
1799, -36.92, 4.24, 139.25, -1.07, -0.30, -0.05
1808, -41.91, 17.97, 141.10, -1.00, -0.31, -0.43
1816, -43.39, 24.92, 138.81, -0.78, -0.33, -0.83
1824, -42.23, 21.48, 131.37, -0.61, -0.11, -0.82
1832, -39.34, 11.08, 119.01, -0.47, -0.04, -0.47
1842, -37.62, 1.27, 100.21, -0.54, -0.22, 0.19
1850, -35.53, -2.92, 83.60, -0.51, -0.43, 0.25
1858, -33.19, -10.92, 69.28, -0.51, -0.59, 0.33
1866, -31.85, -22.29, 56.96, -0.50, -0.69, 0.17
1874, -31.27, -27.92, 44.47, -0.66, -0.61, 0.60
1883, -32.78, -32.40, 35.82, -0.70, -0.35, 0.34
1891, -32.14, -39.15, 30.75, -0.76, -0.26, 0.20
1899, -27.69, -42.60, 29.08, -0.92, -0.08, 0.58
1907, -21.54, -42.02, 30.89, -0.98, 0.03, 0.46
1915, -13.80, -38.85, 34.58, -1.02, 0.05, 0.47
1924, -5.66, -31.94, 38.72, -1.04, -0.01, 0.36
1932, 2.20, -23.69, 42.52, -0.98, 0.01, 0.28
1940, 8.47, -15.54, 44.46, -0.85, 0.02, 0.31
1948, 14.90, -7.80, 44.43, -0.81, 0.05, 0.20
1955, 19.73, -1.77, 42.09, -0.74, 0.06, 0.18
1964, 24.52, 4.02, 37.16, -0.67, 0.12, 0.11
1971, 27.91, 7.07, 31.24, -0.63, 0.14, -0.02
1979, 30.29, 10.90, 22.85, -0.62, 0.14, -0.02
1987, 31.42, 14.26, 13.45, -0.65, 0.09, -0.18
1995, 30.55, 16.06, 3.94, -0.66, 0.08, -0.14
2002, 29.47, 16.63, -5.13, -0.72, 0.04, -0.11
2011, 26.92, 17.30, -13.44, -0.77, 0.03, -0.03
2019, 24.84, 18.78, -20.53, -0.80, 0.03, 0.04
2027, 21.44, 20.12, -26.81, -0.82, 0.04, 0.03
2035, 18.15, 21.65, -32.02, -0.86, 0.03, 0.06
2042, 13.89, 23.54, -36.38, -0.92, 0.02, 0.02
2051, 9.88, 24.98, -39.54, -0.99, 0.03, 0.02
2059, 5.85, 26.50, -41.68, -1.04, 0.04, 0.05
2067, 2.56, 28.23, -42.61, -1.07, 0.05, 0.03
2074, 0.47, 29.42, -42.43, -1.06, 0.07, 0.06
2082, -1.60, 29.85, -41.48, -1.04, 0.10, 0.08
2091, -3.15, 29.47, -40.17, -1.02, 0.15, 0.12
2098, -4.50, 28.32, -38.85, -1.01, 0.17, 0.16
2106, -5.21, 26.49, -37.40, -1.00, 0.19, 0.21
2114, -4.87, 23.65, -35.91, -1.00, 0.19, 0.24
2122, -4.08, 20.35, -34.53, -1.02, 0.19, 0.25
2130, -2.64, 16.98, -33.07, -1.03, 0.18, 0.21
2138, -1.01, 13.02, -31.34, -1.06, 0.16, 0.19
2146, 0.79, 8.61, -29.27, -1.11, 0.14, 0.21
2154, 2.73, 4.52, -26.67, -1.15, 0.15, 0.22
2161, 4.38, 1.69, -24.03, -1.17, 0.18, 0.23
2169, 6.35, -0.66, -20.76, -1.19, 0.19, 0.24
2177, 8.23, -1.77, -17.28, -1.20, 0.18, 0.21
2185, 9.95, -2.21, -13.60, -1.19, 0.17, 0.15
2193, 11.51, -3.07, -9.89, -1.18, 0.15, 0.12
2200, 12.82, -4.35, -6.90, -1.17, 0.11, 0.12
2208, 14.06, -5.85, -3.83, -1.15, 0.11, 0.13
2215, 15.05, -7.36, -1.18, -1.13, 0.12, 0.14
2224, 15.92, -8.95, 1.13, -1.11, 0.14, 0.15
2232, 16.64, -10.00, 2.89, -1.10, 0.15, 0.14
2239, 17.36, -10.69, 4.67, -1.12, 0.14, 0.12
2247, 17.89, -11.08, 6.41, -1.13, 0.15, 0.10
2254, 18.41, -11.24, 8.29, -1.14, 0.15, 0.07
2263, 18.95, -11.21, 10.29, -1.15, 0.15, 0.07
2271, 19.39, -10.73, 12.37, -1.14, 0.16, 0.09
2279, 19.63, -9.37, 14.46, -1.13, 0.15, 0.09
2286, 19.68, -7.85, 16.35, -1.11, 0.13, 0.08
2294, 19.57, -6.24, 18.58, -1.09, 0.12, 0.05
2302, 19.28, -4.87, 20.76, -1.08, 0.11, 0.05
2310, 18.76, -3.44, 22.75, -1.06, 0.10, 0.04
2318, 18.03, -2.15, 24.43, -1.04, 0.11, 0.03
2326, 17.22, -1.18, 25.79, -1.01, 0.11, 0.01
2333, 16.34, -0.43, 26.60, -1.00, 0.13, 0.02
2341, 15.13, 0.73, 27.02, -0.99, 0.12, 0.02
2349, 13.56, 2.27, 27.05, -0.97, 0.10, -0.01
2357, 11.94, 3.60, 26.95, -0.95, 0.09, -0.02
2365, 10.53, 4.44, 26.66, -0.93, 0.07, -0.01
2372, 8.87, 5.40, 25.95, -0.91, 0.09, -0.01
2380, 7.24, 6.09, 24.46, -0.85, 0.14, -0.02
2387, 5.68, 6.02, 21.98, -0.82, 0.17, -0.00
2396, 4.38, 5.82, 19.16, -0.80, 0.19, 0.01
2403, 3.04, 5.85, 15.36, -0.80, 0.19, 0.02
2410, 2.03, 5.65, 11.88, -0.81, 0.18, 0.01
2417, 1.01, 5.16, 8.11, -0.84, 0.16, 0.01
2425, 0.37, 4.66, 5.24, -0.86, 0.15, 0.01
2433, -0.15, 4.24, 2.76, -0.88, 0.15, 0.00
2440, -0.66, 3.94, 0.49, -0.90, 0.14, 0.02
2447, -0.92, 3.91, -1.04, -0.91, 0.14, 0.05
2455, -1.10, 4.32, -2.29, -0.92, 0.15, 0.06
2462, -1.16, 5.02, -3.11, -0.93, 0.15, 0.07
2470, -1.13, 6.20, -3.77, -0.94, 0.16, 0.09
2478, -0.84, 7.44, -4.26, -0.93, 0.16, 0.09
2486, -0.43, 8.34, -4.56, -0.92, 0.17, 0.09
2493, 0.20, 9.28, -4.70, -0.92, 0.18, 0.10
2501, 0.85, 10.37, -4.76, -0.91, 0.19, 0.09
2508, 1.56, 10.99, -4.69, -0.90, 0.19, 0.09
2515, 2.47, 11.33, -4.53, -0.90, 0.19, 0.09
2524, 3.36, 11.68, -4.15, -0.91, 0.19, 0.08
2531, 4.11, 12.00, -3.71, -0.91, 0.18, 0.09
2539, 4.93, 12.12, -3.10, -0.90, 0.19, 0.08
2546, 5.51, 12.00, -2.64, -0.91, 0.19, 0.08
2554, 6.00, 12.23, -2.34, -0.90, 0.18, 0.10
2562, 6.21, 12.73, -2.24, -0.90, 0.17, 0.07
2570, 6.29, 12.98, -2.27, -0.90, 0.16, 0.06
2577, 6.27, 13.01, -2.43, -0.90, 0.14, 0.04
2585, 6.15, 12.87, -2.75, -0.90, 0.15, 0.03
2592, 5.95, 12.60, -3.22, -0.91, 0.16, 0.03
2600, 5.63, 12.31, -4.08, -0.91, 0.16, 0.04
2608, 5.21, 12.27, -5.15, -0.92, 0.15, 0.04
2616, 4.73, 12.46, -6.14, -0.93, 0.15, 0.03
2623, 4.21, 12.75, -7.24, -0.94, 0.14, 0.02
2631, 3.71, 13.05, -8.27, -0.96, 0.13, 0.02
2638, 3.25, 13.33, -9.16, -0.97, 0.12, 0.01
2646, 2.92, 13.45, -10.02, -0.96, 0.13, 0.02
2654, 2.72, 13.22, -10.70, -0.96, 0.14, 0.03
2662, 2.64, 12.89, -11.37, -0.94, 0.16, 0.03
2669, 2.56, 12.41, -12.24, -0.93, 0.18, 0.04
2677, 2.46, 11.74, -13.31, -0.93, 0.18, 0.03
2685, 2.32, 10.90, -14.46, -0.93, 0.17, 0.02
2693, 2.14, 9.74, -15.48, -0.94, 0.16, 0.01
2701, 2.03, 8.34, -16.29, -0.95, 0.16, 0.00
2708, 1.94, 6.63, -17.07, -0.97, 0.16, 0.01
2716, 1.83, 5.13, -17.74, -0.98, 0.17, 0.01
2723, 1.85, 3.97, -18.18, -0.99, 0.19, 0.01
2732, 2.06, 2.73, -18.60, -1.02, 0.18, 0.03
2739, 2.35, 1.92, -18.63, -1.04, 0.17, 0.03
2747, 2.75, 1.48, -18.34, -1.04, 0.15, 0.02
2754, 3.16, 0.99, -17.74, -1.05, 0.17, 0.02
2762, 3.59, 0.78, -17.04, -1.07, 0.16, 0.04
2769, 4.03, 1.04, -16.11, -1.07, 0.17, 0.03
2777, 4.63, 1.24, -15.02, -1.07, 0.16, 0.01
2785, 5.13, 1.08, -13.92, -1.07, 0.17, 0.01
2792, 5.66, 0.98, -12.69, -1.08, 0.17, 0.02
2800, 6.15, 1.37, -11.45, -1.08, 0.17, 0.00
2807, 6.67, 1.69, -10.31, -1.09, 0.17, 0.00
2816, 7.31, 1.83, -8.82, -1.09, 0.16, 0.00
2823, 7.88, 2.11, -7.48, -1.10, 0.16, 0.02
2830, 8.37, 3.01, -5.97, -1.09, 0.16, -0.00
2838, 8.82, 4.00, -4.43, -1.09, 0.16, -0.02
2845, 9.33, 4.50, -3.07, -1.07, 0.15, -0.02
2853, 9.94, 4.87, -1.62, -1.06, 0.16, -0.01
2861, 10.61, 5.25, -0.31, -1.06, 0.17, -0.01
2869, 11.18, 5.66, 0.64, -1.04, 0.17, -0.01
2876, 11.79, 5.86, 1.50, -1.04, 0.17, -0.02
2884, 12.32, 5.95, 2.14, -1.03, 0.16, -0.02
2891, 12.72, 6.08, 2.56, -1.03, 0.14, -0.01
2899, 12.96, 6.29, 2.98, -1.03, 0.13, -0.03
2907, 13.08, 6.49, 3.28, -1.04, 0.11, -0.03
2915, 13.08, 6.56, 3.50, -1.03, 0.09, -0.01
2922, 13.07, 6.64, 3.73, -1.02, 0.10, -0.00
2930, 12.98, 6.78, 3.89, -1.02, 0.11, -0.00
2937, 12.79, 6.89, 3.86, -1.01, 0.13, -0.01
2946, 12.60, 7.10, 3.63, -1.00, 0.14, 0.00
2953, 12.32, 7.48, 3.39, -1.01, 0.13, 0.01
2960, 11.98, 8.26, 3.30, -1.03, 0.11, 0.01
2968, 11.74, 9.15, 3.45, -1.02, 0.10, -0.00
2975, 11.47, 9.98, 3.85, -1.02, 0.09, -0.02
2982, 11.21, 10.78, 4.35, -1.03, 0.08, -0.02
2991, 10.93, 11.76, 4.76, -1.03, 0.07, -0.01
2999, 10.52, 12.96, 5.31, -1.03, 0.07, -0.00
3006, 10.09, 14.17, 6.03, -1.03, 0.07, 0.01
3014, 9.63, 15.71, 6.73, -1.02, 0.07, 0.02
3021, 9.21, 17.13, 7.34, -1.01, 0.08, 0.01
3028, 8.49, 19.02, 8.11, -0.98, 0.07, -0.03
3037, 8.15, 19.53, 8.69, -0.96, 0.12, -0.05
3044, 6.72, 20.50, 8.75, -0.99, 0.10, 0.04
3052, 5.66, 22.53, 8.56, -0.94, 0.10, -0.03
3059, 4.43, 24.24, 8.03, -0.86, 0.11, -0.15
3067, 3.30, 23.36, 7.18, -0.86, 0.11, -0.16
3075, 2.35, 21.94, 6.03, -0.85, 0.11, -0.11
3083, 0.78, 20.53, 4.11, -0.82, 0.13, -0.11
3090, -0.90, 18.93, 1.77, -0.84, 0.13, -0.05
3098, -2.27, 18.05, -0.52, -0.86, 0.09, -0.02
3106, -3.63, 17.60, -3.25, -0.85, 0.09, -0.05
3113, -4.90, 16.89, -6.12, -0.84, 0.07, -0.09
3122, -6.40, 15.54, -8.99, -0.84, 0.08, -0.08
3130, -7.62, 13.71, -11.74, -0.84, 0.07, -0.09
3138, -8.87, 11.65, -14.17, -0.89, 0.08, -0.01
3146, -9.36, 9.50, -16.31, -0.86, 0.12, -0.03
3154, -9.30, 7.89, -17.86, -0.90, 0.14, 0.04
3162, -8.93, 7.37, -19.21, -0.89, 0.16, 0.01
3170, -7.98, 6.79, -20.64, -0.88, 0.18, -0.05
3178, -7.04, 5.69, -21.91, -0.92, 0.16, -0.03
3186, -5.77, 4.43, -22.55, -0.94, 0.17, -0.04
3193, -4.18, 3.21, -22.66, -0.97, 0.18, -0.03
3202, -2.58, 2.27, -22.31, -1.01, 0.18, 0.02
3210, -0.75, 2.56, -21.50, -1.05, 0.18, 0.03
