252, 1.00, 0.75, -0.33, -0.97, 0.00, -0.08
258, 0.83, 0.90, -0.21, -0.97, 0.01, -0.10
264, 0.80, 0.61, -0.15, -1.00, 0.01, -0.11
269, 0.89, 0.08, -0.02, -1.01, 0.01, -0.10
275, 1.01, -0.52, 0.15, -1.00, 0.01, -0.06
282, 1.04, -0.40, 0.18, -1.00, 0.01, -0.06
289, 0.88, 0.19, 0.05, -1.00, 0.02, -0.08
296, 0.74, 0.56, -0.24, -1.00, 0.01, -0.09
305, 0.79, 0.50, -0.43, -1.00, 0.01, -0.09
312, 0.81, 0.44, -0.50, -0.99, 0.01, -0.07
319, 0.74, 0.63, -0.62, -1.00, 0.01, -0.08
327, 0.78, 0.67, -0.61, -1.01, 0.01, -0.08
334, 0.84, 0.53, -0.42, -1.00, 0.01, -0.07
342, 0.92, 0.59, -0.33, -0.99, 0.02, -0.08
349, 0.85, 0.74, -0.37, -0.99, 0.01, -0.09
357, 0.79, 0.66, -0.42, -0.99, 0.01, -0.09
364, 0.83, 0.37, -0.39, -1.00, 0.01, -0.08
371, 0.85, 0.29, -0.34, -0.99, 0.01, -0.07
379, 0.80, 0.29, -0.30, -1.00, 0.01, -0.08
387, 0.84, 0.20, -0.22, -1.00, 0.01, -0.08
394, 0.93, 0.15, -0.17, -1.00, 0.01, -0.07
402, 0.98, 0.36, -0.18, -0.99, 0.02, -0.07
409, 0.94, 0.68, -0.27, -0.99, 0.01, -0.09
416, 1.64, -0.95, -0.61, -0.99, 0.19, -0.27
424, 1.91, -4.96, -2.19, -1.09, -0.04, -0.08
432, -0.24, -4.62, -2.99, -1.18, 0.03, 0.30
440, 2.31, -1.63, -2.34, -0.93, -0.01, -0.27
447, 1.34, -2.01, -2.79, -1.08, 0.13, -0.01
455, 1.96, -3.10, -2.31, -0.93, 0.09, -0.19
462, 2.56, -1.08, -2.21, -1.00, 0.15, 0.16
471, 2.72, 0.69, -2.40, -1.08, 0.07, -0.20
478, 3.00, 0.37, -2.33, -0.91, 0.15, -0.08
485, 3.95, 0.65, -3.02, -1.01, 0.08, -0.10
493, 3.43, 0.20, -3.65, -1.03, 0.10, -0.04
500, 3.73, 0.37, -4.18, -1.01, 0.08, -0.01
507, 3.36, 1.52, -4.63, -1.05, 0.05, -0.02
515, 3.06, 2.72, -4.17, -0.96, 0.06, 0.04
523, 2.97, 5.05, -3.50, -0.97, -0.03, -0.00
