252, 18.02, -58.26, -18.14, -0.94, -0.05, -0.13
258, 17.79, -62.34, -18.02, -0.97, -0.03, -0.15
264, 17.56, -66.89, -17.88, -1.00, -0.01, -0.14
270, 17.40, -70.76, -17.71, -1.04, -0.01, -0.14
278, 17.22, -74.93, -17.45, -1.07, -0.02, -0.15
286, 17.07, -78.49, -16.70, -1.10, -0.04, -0.16
294, 17.07, -81.31, -15.42, -1.13, -0.05, -0.16
303, 16.95, -83.66, -13.83, -1.16, -0.06, -0.16
311, 16.46, -85.11, -11.97, -1.19, -0.06, -0.15
320, 15.69, -85.27, -10.56, -1.22, -0.05, -0.13
328, 14.53, -84.29, -9.56, -1.26, -0.06, -0.12
336, 13.34, -81.98, -8.75, -1.30, -0.09, -0.09
345, 11.77, -77.88, -7.65, -1.32, -0.12, -0.06
353, 10.24, -73.19, -6.18, -1.34, -0.13, -0.07
361, 8.64, -68.02, -4.40, -1.35, -0.14, -0.10
368, 7.05, -62.67, -2.53, -1.36, -0.14, -0.11
376, 5.40, -57.21, -0.72, -1.37, -0.11, -0.11
385, 3.59, -51.28, 1.11, -1.37, -0.10, -0.09
393, 1.57, -44.69, 2.89, -1.37, -0.12, -0.08
400, -0.34, -38.40, 4.40, -1.36, -0.13, -0.09
408, -2.38, -31.30, 6.12, -1.36, -0.13, -0.09
416, -4.35, -24.49, 7.92, -1.36, -0.12, -0.08
424, -6.29, -17.39, 9.79, -1.35, -0.11, -0.05
432, -8.09, -9.82, 11.54, -1.33, -0.10, -0.04
440, -9.53, -2.50, 13.05, -1.31, -0.08, -0.04
448, -10.69, 4.47, 14.12, -1.28, -0.07, -0.03
456, -11.91, 11.66, 14.69, -1.25, -0.06, -0.02
464, -13.11, 19.79, 14.90, -1.21, -0.05, -0.04
473, -13.85, 25.79, 15.01, -1.16, -0.04, -0.03
481, -14.26, 30.75, 15.28, -1.13, -0.04, 0.00
489, -14.60, 35.53, 15.74, -1.10, -0.03, 0.01
496, -14.72, 39.59, 16.23, -1.04, -0.01, -0.03
504, -14.69, 42.12, 16.18, -1.00, 0.01, -0.03
513, -14.60, 43.77, 15.42, -0.97, 0.01, -0.01
521, -14.56, 45.05, 14.11, -0.94, 0.04, -0.01
529, -14.43, 45.60, 12.43, -0.92, 0.05, -0.03
537, -14.09, 45.18, 10.70, -0.89, 0.04, -0.02
544, -13.91, 44.03, 9.13, -0.88, 0.03, -0.02
552, -13.94, 42.35, 7.98, -0.85, 0.01, -0.03
561, -14.09, 39.86, 7.36, -0.84, 0.01, -0.04
568, -14.23, 36.75, 7.13, -0.84, -0.00, -0.03
576, -14.47, 32.93, 7.07, -0.85, 0.02, 0.00
584, -14.47, 29.36, 7.24, -0.85, 0.04, 0.00
591, -14.17, 25.89, 7.51, -0.85, 0.05, 0.01
599, -13.57, 22.82, 7.69, -0.85, 0.06, -0.02
607, -12.84, 19.47, 7.65, -0.86, 0.06, -0.02
615, -11.88, 16.24, 7.74, -0.83, 0.04, -0.06
622, -10.89, 12.06, 8.00, -0.83, 0.03, -0.07
630, -9.76, 7.53, 8.20, -0.85, 0.04, -0.05
637, -8.92, 4.00, 8.17, -0.85, 0.06, -0.04
646, -7.94, 0.27, 8.27, -0.85, 0.05, -0.05
653, -7.11, -2.89, 8.49, -0.87, 0.04, -0.03
660, -6.21, -6.31, 9.04, -0.87, 0.04, -0.04
668, -5.54, -8.99, 9.37, -0.88, 0.04, -0.06
675, -4.89, -11.94, 9.44, -0.89, 0.02, -0.05
684, -4.49, -14.37, 9.16, -0.91, 0.01, -0.03
